Customer ID,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,total_Mins,Intl_Calls,Intl_Charge,Total_Charge,CustServ_Calls
7a1d9d61675eceb,32,90.0,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,560.1,6,2.32,49.44,2
92c06b77c997f8a8,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,461.7,4,3.0,45.87,2
79ce02348ff4880,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,639.5,6,3.02,67.12,1
4cf955cdbd38b02,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,738.7,3,3.67,65.84,0
92669a2cd5608b87,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,786.8,2,2.4,71.02,1
93101ad2c78b81bf,0,86.1,100,14.64,259.8,113,22.08,148.0,79,6.66,9.1,503.0,9,2.46,45.84,2
931b2010f6b96e73,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,625.8,2,3.05,65.86,2
93173b45cc769656,0,151.0,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,433.6,2,2.48,45.28,2
57e6b3e1a395aa2,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,525.7,5,1.86,50.24,2
937364f5656b89a4,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,781.5,10,3.32,83.99,0
93151b81278ab036,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,679.1,2,1.78,68.64,3
931845560dc335b5,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,709.6,6,2.81,70.75,3
9370792e6feb9ec3,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,567.6,3,1.76,56.62,2
95379052da95773b,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,615.0,6,2.59,59.8,0
8c8d6c78b602ce12,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10.0,503.2,2,2.7,50.13,1
926c2d75e7ab44f7,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,502.4,5,2.65,61.48,1
7906e57786f8128,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,567.4,3,1.67,56.29,1
94e7215ea23e3cfb,0,124.5,134,21.17,141.2,78,12.0,268.2,113,12.07,11.4,545.3,2,3.08,48.32,2
93153392acb32477,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,695.8,11,2.65,69.19,1
94d09eb30320295d,0,285.7,44,48.57,167.5,144,14.24,260.0,97,11.7,8.7,721.9,4,2.35,76.86,1
9374d94ac1ebdc22,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,592.6,2,2.27,58.88,1
741ecc0b8a4f31f,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,604.3,3,2.67,58.05,1
93729f27857c07a1,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,489.5,4,3.0,55.95,2
93d8fef8e965535c,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,551.2,2,2.94,45.24,1
79534dd2e2f9d72,0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,662.3,6,2.27,75.08,1
937cfa7ee1bf33c2,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,522.6,1,3.13,62.01,0
9435b829cd5a93f3,0,114.8,98,19.52,192.6,101,16.37,259.0,108,11.66,12.2,578.6,5,3.29,50.84,0
925fd47b98db3001,34,138.8,80,23.6,142.0,108,12.07,183.8,77,8.27,11.8,476.4,7,3.19,47.13,1
941b45d6521010b9,27,209.8,112,35.67,155.0,80,13.18,251.5,111,11.32,7.2,623.5,6,1.94,62.11,0
5833d61c47028ae,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,634.2,2,3.97,58.64,3
57765f81eb38431,0,164.0,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,447.3,4,1.73,48.19,0
6336893a6e59dd8,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,589.0,4,2.46,66.96,1
93718025a0f4a2bc,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,467.6,3,4.48,42.81,0
926b6ddca670e47e,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,473.2,5,1.51,42.19,2
733155a2d8b7aaa,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,665.6,4,1.03,64.86,1
6f02a05ce44c101,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,549.0,5,2.13,48.45,1
741b354e2268a2e,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,498.0,7,2.51,45.06,4
6805c3f3d79c21f,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,709.8,3,2.7,73.25,2
7a0e70c336d3d05,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,662.7,4,1.81,65.02,5
93786a4bac3d68b0,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,536.1,9,2.81,55.07,2
937555679c7ab426,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,479.5,9,1.03,47.27,3
7468705b6985a87,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0.0,602.4,0,0.0,55.32,1
94844f78cee1721b,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,646.2,1,3.46,69.09,0
93d874e597cc540c,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,769.6,2,2.13,79.39,2
7a8211c142ffc00,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,492.5,2,2.08,49.62,2
9316344ed04f3e06,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,526.3,2,2.46,55.08,2
9320fab28d7f52b2,0,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,13.0,648.3,3,3.51,73.05,1
941f325e516d0904,0,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,481.5,3,1.16,51.41,0
9537b33af3260b3d,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,558.7,4,2.92,55.03,1
68cf8b6bfb85d67,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,578.0,4,3.38,60.62,4
63c9564939096c6,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,632.0,2,3.89,67.91,4
9263cb19bcaced4f,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,470.4,6,2.84,44.08,2
5d676c20e3439e0,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,642.0,3,2.24,62.6,0
63b9254b17343d3,0,174.4,112,29.65,265.8,122,22.59,182.4,87,8.21,0.0,622.6,0,0.0,60.45,4
927008269d68f148,0,210.6,117,35.8,164.2,103,13.96,201.4,68,9.06,9.4,585.6,5,2.54,61.36,0
936c99157c5033e0,0,121.5,88,20.66,253.0,124,21.51,195.7,120,8.81,10.7,580.9,4,2.89,53.87,1
7333080dafe2eae,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,522.6,2,4.29,50.34,2
947b932007b438d7,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,634.3,2,2.75,57.41,2
92b214dbfc3dffec,0,99.4,62,16.9,275.0,86,23.38,212.1,94,9.54,16.7,603.2,3,4.51,54.33,2
79fc36704ef1845,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,788.5,3,2.78,82.29,1
948d00f395aefa1c,0,163.4,134,27.78,240.1,87,20.41,164.0,147,7.38,11.6,579.1,2,3.13,58.7,2
6de4d46391ca02a,0,287.4,116,48.86,235.3,126,20.0,292.1,114,13.14,5.0,819.8,3,1.35,83.35,4
931a20d77c05264c,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,517.0,3,2.75,49.73,1
94cef8b7e77556a4,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,623.1,3,2.65,61.46,2
6daa11f096ef922,0,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,623.5,4,4.02,63.83,3
9318aed45aaa67de,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,438.4,12,3.48,48.51,1
695b50de16820ab,0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,661.7,6,2.94,68.24,2
7a28b7eeaa56cab,0,209.2,134,35.56,0.0,0,0.0,175.4,94,7.89,11.8,396.4,6,3.19,46.64,1
7a44e27c9bb346a,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,611.3,4,0.57,60.05,1
52047068702d2c4,0,149.0,73,25.33,131.0,81,11.14,238.6,69,10.74,8.6,527.2,3,2.32,49.53,2
93775de675dbc90c,0,204.5,63,34.77,208.8,95,17.75,224.0,119,10.08,9.8,647.1,2,2.65,65.25,0
5d5df7e81181d31,0,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,689.6,2,2.57,76.31,0
79eb570136801cc,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,454.7,4,3.62,45.3,0
572c192e308c2a6,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7.0,453.6,5,1.89,44.59,1
6dd8b5865cbc3a0,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,703.5,5,3.59,65.91,0
520abde6ec17761,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,458.6,5,1.97,45.4,1
92b89714cb1eec70,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,743.2,1,3.11,74.46,4
92c6042f1987769c,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,710.2,3,2.7,80.52,1
937afc156894c348,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,635.8,2,2.11,61.93,0
93787ce8c7987c55,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,405.1,5,2.65,41.99,0
79cb893ebbd7058,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,661.5,2,3.78,63.04,0
739258cd5adc41c,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,596.0,4,1.11,55.92,1
93cfaa927a1fda47,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,782.2,13,2.43,79.42,1
635a1efc68dba0c,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,640.5,5,2.84,62.03,1
9429df2851649604,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,561.4,5,2.7,64.96,2
936fadf3b540b9e3,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,572.9,4,3.19,51.13,0
62dbd3dd1dac88d,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,578.5,7,3.48,51.48,2
931636a33456838f,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,745.1,3,2.21,74.69,5
9377a4828474f6c9,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,672.2,4,2.65,62.86,7
639630ceb3a0be0,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,585.5,4,2.27,56.68,3
6855f41fc6466b7,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,502.1,5,2.78,47.78,1
92b826956a26aa47,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,499.1,18,2.32,45.32,1
632dc2ca9903740,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,631.2,1,1.97,63.99,1
79c03113de5aa17,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,606.4,2,1.7,53.43,6
931b311c5dbf7fb4,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,662.8,4,2.46,69.43,1
8c8d94cfa780672a,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10.0,479.3,3,2.7,51.98,5
7a48854d364e928,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,511.9,2,2.16,52.36,6
92670f4e820cb2c1,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,616.5,5,1.46,67.41,1
92ba90d09cd33235,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,613.8,7,3.13,60.55,0
7a7cc89955cd9df,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,712.5,1,2.13,74.47,3
9261a079defabd1d,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,468.0,3,2.27,49.38,1
94e53279bafce209,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,614.6,5,2.16,64.4,1
93dbc7d1f139cabf,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,584.7,6,2.75,58.16,0
9474a8fb239e187f,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,738.9,2,3.75,76.57,1
92c3d35b22325419,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,518.4,2,2.13,47.5,2
78d7499b4d7c088,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,584.8,12,1.73,52.59,1
93d852bf59a23f90,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,553.1,2,2.59,63.74,0
93d571d9e97f6184,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,560.6,4,2.73,57.8,2
79c049e9635c19c,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,481.2,5,2.81,39.35,0
9d49fd25e00d7b4c,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,640.0,6,1.89,65.97,1
734161ce1fc109f,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,530.3,4,3.19,50.73,0
931136c0b1ce4655,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,612.5,5,3.11,57.19,1
936c9dbcf5ec94a0,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,575.1,2,1.81,57.73,0
73ca0cf96631939,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,684.6,5,3.51,68.44,1
7a71d40453dd47d,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,561.9,3,2.38,52.56,7
73e990301f1659b,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,717.2,3,3.86,74.75,3
5dba5395fca1864,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,493.9,6,2.62,46.37,1
747ad029417ee9a,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,660.1,5,2.4,59.84,2
941ad3ceb750aecb,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,656.9,4,2.13,65.78,1
6e16ab16dd7f7c0,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,473.1,6,2.92,54.76,1
8c9dfd390adb6b88,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,657.3,5,2.97,69.13,3
74d87a99480e3a2,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,551.7,3,2.84,56.75,2
9369d0373aa79125,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,402.7,3,3.7,41.25,3
9267551d9b523755,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,668.9,5,3.24,72.22,3
926f3f3e607318c3,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,476.3,3,3.73,47.38,2
5de0620a7f4e1bc,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,522.6,6,2.24,52.5,1
925ae1c46d501628,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,501.4,5,1.97,48.97,1
952ecf593f1da1fd,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,474.1,3,3.13,45.69,1
9478b17045f8c2aa,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,573.6,3,3.38,60.01,1
9324a9f26a76f668,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,727.5,7,1.49,74.57,1
697b37c62ec9bbc,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,552.7,2,3.56,59.87,2
92bbc718800e6c4f,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,360.8,3,3.59,30.21,1
747bf9feb295d4a,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,641.2,2,2.11,72.1,0
6dad4514316dcc2,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,702.0,3,3.32,70.86,0
6ea2bb56a3c6fdf,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,679.0,5,2.59,67.21,1
747968472fa9500,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,654.5,4,3.92,65.72,3
92c63cd06103db93,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,507.3,3,3.11,47.8,1
94e5222ef0f58a38,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,724.9,8,2.4,76.89,3
79cea393a47b5f7,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,532.7,3,2.54,48.98,1
6eac79a38da231c,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,536.1,3,4.37,59.44,1
69039d55cd91771,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,632.6,2,2.84,62.33,2
92b23d3111a476a3,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,552.4,7,2.67,55.28,1
9d51ecb9aa52909d,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,565.5,5,3.81,60.46,3
575c56ae63f8758,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,636.1,2,3.51,68.0,0
937050d95deaaa55,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,629.1,3,1.81,69.95,5
953803ecc186ff3e,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,467.6,3,3.27,42.26,2
925fc4376316a06f,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,650.7,3,2.86,60.53,1
7906e57dd1ce342,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,517.2,3,3.0,47.09,1
936aa649e31e92e2,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,636.8,6,1.4,61.76,2
9423ea213b35027a,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,532.8,4,3.19,53.23,0
936c8efa5b702d13,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,619.3,7,1.92,54.41,2
93d91ba72965b5a3,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,614.0,9,3.94,62.33,1
93c2d261bed291b3,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,694.4,3,1.62,72.32,5
92667fd1e862e01d,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,536.3,2,3.29,52.05,2
949079e82ddde9cb,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,726.4,3,3.73,75.47,3
9320f3b80007223f,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,564.8,4,2.65,59.02,1
637c340e5f398cf,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,521.4,2,2.73,44.23,0
93151b81c63ed185,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,484.7,7,0.78,45.38,0
9260b889d89d7695,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,420.1,2,3.75,44.18,4
925b1430819c416a,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,383.0,5,3.11,42.64,1
93155107f869050b,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,414.0,12,4.21,50.04,2
6f0373b3ccdb011,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,659.4,4,2.92,66.08,6
925bd7a9d493b2e2,28,220.3,96,37.45,285.8,72,24.29,203.0,111,9.14,9.4,718.5,6,2.54,73.42,4
9326d4987cdb2f19,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,656.1,6,3.38,60.38,1
692edbc9a350233,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,584.2,4,2.48,56.88,0
5842551c23f15bf,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,589.3,5,3.78,60.29,3
68a13eaa7e2cf19,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,546.1,3,3.38,51.67,3
94d98cb4be403320,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,385.8,7,2.11,36.85,1
93752ddde2d7ccf3,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,618.9,3,3.67,58.91,1
6e77ebe041bff78,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,535.4,8,3.02,64.55,1
74a640eeb86a1d3,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,509.5,3,3.13,45.12,4
92b8bf654fa06e64,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,598.3,5,2.54,64.28,3
92baf8c8386d0de0,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,656.0,4,1.76,60.56,0
931039132ac459a8,28,110.0,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,495.2,3,1.73,43.14,2
6d7f99be94aa50f,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,498.7,2,2.84,51.26,1
78d5c8e21d19a2f,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,647.7,4,2.84,57.59,0
58a7077a8c5c610,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,505.6,4,1.76,43.87,0
93c6d3da631ff4e1,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,551.0,2,2.24,61.27,0
94e14a98f7cc1d98,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,530.0,2,2.43,57.3,1
92669e0d8e5a1323,0,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,8.5,610.1,2,2.3,56.67,1
638b2f1e6cb37a6,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,686.3,3,2.84,76.34,2
92b2388a0020a1bd,0,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,401.7,4,4.0,34.1,1
74953c9da043910,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,468.6,5,3.46,53.31,2
79ad17002609bc4,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,542.8,6,3.78,57.63,0
93d5694cbfa07e6f,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,558.9,3,4.21,53.31,3
925b68bc95215378,0,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,13.5,579.6,4,3.65,56.45,4
92c0cf8e0d88550c,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,623.9,2,4.21,61.85,1
9260b7c90d879289,0,129.3,103,21.98,202.8,89,17.24,233.0,126,10.49,12.9,578.0,2,3.48,53.19,2
737f7c904be2033,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,654.1,10,1.89,63.66,0
93c3ecbbf68bbbb6,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,579.4,7,2.46,60.59,0
93db505cc3793102,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,570.7,2,2.62,57.69,2
93694de15e8c63e8,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,644.5,2,2.89,70.41,2
92ccf9fd67655a43,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,569.3,3,1.97,49.6,1
92b6ed330ce33d71,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,583.5,8,1.92,60.3,3
92c3d35aba1d6d53,35,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,502.7,2,3.19,46.72,2
798e7f95de06ab7,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,762.1,5,2.27,70.28,3
78e32a5f9e402a5,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,703.7,6,3.35,69.69,2
92bd02ce3726028d,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13.0,567.6,4,3.51,63.54,0
686663782d43108,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,460.3,2,3.29,51.87,1
9365d679ccc28d4c,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,727.8,2,2.35,78.17,4
93124a1aef06a380,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,640.0,6,2.27,65.85,3
948740acf7d5a0aa,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,617.9,5,1.94,62.95,3
6854efcfd40d664,0,100.0,98,17.0,173.5,95,14.75,218.0,122,9.81,10.1,501.6,4,2.73,44.29,0
6f0ade9719c8011,21,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,9.5,517.2,1,2.57,54.41,2
93d7f670321987fe,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,547.4,3,2.67,53.11,1
9426edf9172dada2,0,154.5,122,26.27,214.2,71,18.21,178.0,105,8.01,12.0,558.7,2,3.24,55.73,3
92b25aac1e015f42,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,464.2,12,1.7,51.51,1
6e819e80c8cadfb,0,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,8.5,737.0,5,2.3,80.74,0
73ed58491c1ac97,38,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,614.4,5,2.0,59.59,2
92bbef6f6e25098f,0,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,6.6,401.0,3,1.78,36.76,1
952c184d17795d27,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,618.5,3,1.7,56.05,2
627ea58e8e983b6,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10.0,495.9,3,2.7,52.52,2
925d209001334dd7,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,823.5,2,3.86,79.69,0
926b378fe1b647a2,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,412.4,3,3.56,36.7,1
74b61b6b1e7a744,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,498.4,2,2.13,47.64,5
738ee79f423ba4a,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,508.3,4,4.73,53.22,0
9d52150ad2a6573a,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,610.7,3,1.59,60.76,6
9366ca0ba5492267,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,540.3,4,3.27,60.19,3
94db803bbe097409,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,707.0,5,3.38,69.77,0
932598dd740a238f,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,611.5,2,3.27,60.15,2
